exercice,article_2025,meilleur_match_2024,score_similarite,diagnostic
2025,"En aucun cas, ces charges ne peuvent donner lieu à des dotations à un",ne peut être introduite sur la base de factures payées en espèces.,0.7501,CONTINUITÉ
2025,Le montant des locations concédées à une société est admis dans les charges à la,des charges annuelles exposées par l'entreprise.,0.7367,CONTINUITÉ
2025,seule condition qu'il ne présente aucune exagération par rapport aux locations,"c. aucune autre entreprise ne détient, directement ou indirectement, dans l'entreprise",0.5154,RUPTURE
2025,habituellement pratiquées pour les immeubles ou installations similaires.,"conditionnement, tracteur, serre, hangar, terrain, etc.) sont fixés par voie",0.6164,RUPTURE
2025,"Cependant, lorsqu'un associé, personne physique ou morale, détient au moins 1 O %",s'applique sur le chiffre d'apffaires au taux de 1 %. En cas d'absence de chiffre,0.5956,RUPTURE
2025,"des parts ou des actions d'une société, le produit des locations autres que celles des","parts ou des actions de son entreprise, et/ou une modification des parts ou",0.8,CONTINUITÉ
2025,immeubles consentis à cette société ne peut être admis dans les charges de,"meubles ou immeubles transmis en propriété, en usufruit ou en jouissance, ne peut être",0.763,CONTINUITÉ
2025,"Pour l'application de cette disposition, les parts ou actions détenues en toute propriété",droits de renouvellement des a.utorisations pour les activités relevant du secteur des,0.6783,RUPTURE
2025,"ou en usufruit par le conjoint, ascendant ou descendant de l'associé, sont réputées",les partenaires dans les différents domaines a,0.6851,RUPTURE
2025,B - Charges financières PRESIOENCY OF THE a�1c,2) Les montants des amendes visées à l'alinéac 1 ci-dessus sont fixés selon le barème,0.6742,RUPTURE
2025,"� LEG!SlATIV�At+e·STATUTORr AFFi,lRS CARO EX SERVICE","LEGI Ati_D STATUTôRY AF�AIRS CARO lt,10E SERVICE",0.5777,RUPTURE
2025,les pertes relatives aux créances irrécouvrables ayant fait l'objet d'épuisement de,bénéfice imposable avant déduction des frais en cause.,0.7318,CONTINUITÉ
2025,l'Acte Uniforme OHADA portant Organisation des Procédures Simplifiées de,Ladite déclaration est présentée conformément au système comptable OHADA.,0.6683,RUPTURE
2025,"Toutefois, les pertes relatives aux créances douteuses de montant inférieur à",bénéfice imposable avant déduction des frais en cause.,0.6997,RUPTURE
2025,FCFA 500 000 ayant fait l'objet de provisionnement sur une période minimale de,a) de FCFA 250 000 à FCFA 2 500 000 FCFA et d'une pénalité de FCFA 100 000 à,0.7751,CONTINUITÉ
2025,"cinq (05) ans, sont d'office admises en déduction, sans qu'il ne soit nécessaire de",fixés ainsi qu'il suit par période de cinq (05) ans,0.707,CONTINUITÉ
2025,justifier de l'épuisement des procédures de recouvrement amiable ou forcé,être considéré comme étant de se soustraire à une obligation imposée par les,0.6919,RUPTURE
2025,prévues par la réglementation en vigueur. Ce montant est porté à FCFA 3 000 000,w) de FCFA cinquante millions (50 000 000) à FCFA trois cents millions (300 000,0.8381,CONTINUITÉ
2025,Les provisions constituées en vue de faire face à des pertes ou charges nettement,bénéfice imposable avant déduction des frais en cause.,0.7618,CONTINUITÉ
2025,"précisées et que les événements en cours rendent probables, à condition qu'elles aient","cette dernière, assurant ainsi la pertinence des",0.7116,CONTINUITÉ
2025,été effectivement constatées dans les écritures de l'exercice.,l'exploitation de l'agrément pour l'exercice de certaines activités,0.4982,RUPTURE
2025,"Ne sont pas déductibles, les provisions pour créances et engagements douteux des",respecte pas les obligations relatives à la fourniture des informations et des,0.7652,CONTINUITÉ
2025,"établissements de crédits et de microfinance, lorsque lesdites provisions portent sur",ARTICLE CINQUANTIÈME.- Le plafond de la contribution au crédit foncier (CCF) affectée au,0.6999,RUPTURE
2025,"des crédits annuels cumulés au moins égal ou supérieur à FCFA 50 millions, accordés",(2) L'amende visée à l'alinéa premier ci-dessus est portée à FCFA cinquante millions,0.8577,CONTINUITÉ
2025,"à une même entrepriswe, sur la base d'états financiers non certifiés par un commissaire",loi portant régime financier de l’Etat procède,0.7163,CONTINUITÉ
2025,"aux comptes, conformément aux dispositions de l'article L 6 ter du présent Code.",Article L 6 bis. - Nonobstant les dispositions de l'article L 6 du présent Code et sous,0.8474,CONTINUITÉ
2025,- les charges justifiées par des factures ne comprenant pas les mentions,- les charges justifiées par des factures ne comprenant pas de Numéro,0.962,CONTINUITÉ
2025,- les charges justifiées par des factures délivrées en marge du système de suivi,- les charges justifiées par des factures délivrées en marge du système de suivi,1.0,CONTINUITÉ
2025,de facturation électronique de l'administration fiscale,de facturation électronique de l'administration fiscale;,0.9924,CONTINUITÉ
2025,"compris les débours, comptabilisées par une personne physique ou morale domiciliée",spéciale sur les revenus servis aux personnes morales ou physiques domiciliées hors du,0.8313,CONTINUITÉ
2025,ou établie au Cameroun et liées aux transactions avec des personnes physiques ou,"entreprise établie au Cameroun détenue, directement ou indirectement, par une",0.8461,CONTINUITÉ
2025,"paradis fiscal, ne sont pas déductibles pour la détermination de l'impôt sur les sociétés","les entreprises qui n'y sont pas imposables, ou dont le montant de l'impôt sur le revenu est",0.8203,CONTINUITÉ
2025,ou de l'impôt sur le revenu des personnes hysiques au Cameroun.,physique ayant au Cameroun son domicile fiscal en raison de l'ensemble de ses revenus,0.8667,CONTINUITÉ
2025,entreprises bénéficiant de taux réduits d'impôt en vertu d'un régime fiscal dérogatoire,"les entreprises qui n'y sont pas imposables, ou dont le montant de l'impôt sur le revenu est",0.8137,CONTINUITÉ
2025,"ou spécifique, sont soumis aux taux de droit commun de l'impôt sur les sociétés, tels",entreprises et des centres spécialisés des impôts,0.7724,CONTINUITÉ
2025,"que définis aux articles 17 et 17 bis ci-dessus, en cas de fraude telle que visée aux","opérations de contrôles et de répression de fraudes,",0.7333,CONTINUITÉ
2025,des facilités fiscales accordées dans le cadre de ces régimes.,- soit soumises à un régime fiscal privilégié.,0.8605,CONTINUITÉ
2025,(2) La fraude ou le manquement aux obligations prévues par le,b) Transactions relatives aux arriérés fiscaux non contestées:,0.7459,CONTINUITÉ
2025,"régime fiscal dérogatoire ou spécifique en cause, est obligatoirement constaté par un",- soit soumises à un régime fiscal privilégié.,0.8658,CONTINUITÉ
2025,au plus tard le 15 du mois suivant d'après les modalités ci-après :,tard le 15 du mois suivant d'après les modalités ci-après:,0.9955,CONTINUITÉ
2025,"5% du chiffre d'affaires réalisé au cours de chaque mois, et payé au plus tard","6 1 % de leur chiffre d'affaires annuel hors taxe, l'assiette de calcul du 6 500 000 000 5 200 000 000",0.7318,CONTINUITÉ
2025,"Toutefois, l'acompte ci-dessus est de 14% de la marge brute, majoré de 10%",taux libératoire de 15 % sur le revenu imposable.,0.6294,RUPTURE
2025,(2) L'acompte visé à l'alinéa (1) ci-dessus est retenu à la source par les comptables,(2) L'acompte visé à l'alinéa (1) ci-dessus est retenu à la source par les ç:omptables publics et,0.7494,CONTINUITÉ
2025,"publics et assimilés lors du règlement des factures payées sur le budget de l'État, des","assimilés lors du règlement des factures payées sur le budget de l'Etat, des collectivités",0.951,CONTINUITÉ
2025,"collectivités territoriales décentralisées, des établissements publics, des sociétés","territoriales décentralisées, des établissements publics administratifs, des sociétés",0.9764,CONTINUITÉ
2025,lucratif et entreprises du secteur privé dont les listes sont fixées par voie réglementaire.,lucratif et des entreprises du secteur privé dont les listes sont fixées par voie réglementaire.,0.9989,CONTINUITÉ
2025,"A. Produits des actions, parts de capital et revenus assimilés","A- Produit des actions, parts de capital et revenus assimilés",0.9598,CONTINUITÉ
2025,"demeurent pas investis dans l'entreprise, notamment :","c. aucune autre entreprise ne détient, directement ou indirectement, dans l'entreprise",0.6751,RUPTURE
2025,(4) les charges dont Ie montant espt égal ou supérieur à cent mille (100 000) francs,- les charges relatives aux rémunérations de toutes natures versées aux,0.7594,CONTINUITÉ
2025,"CFA, lorsqu'elles sont réglées en espèces, indépendamment de l'exercice au cours","cent mille (100 000) F CFA, par opération, ne sont pas admises en déduction lorsqu'elles",0.679,RUPTURE
2025,"pas inclus dans les bénéfices d'une entreprise industrielle, commerciale ou artisanale,","opérations, exploitations lucratives et sources de profits ne se rattachant pas à une autre",0.7801,CONTINUITÉ
2025,d'une exploitation agricole ou d'une profession non commerciale :,"Promotion des activités de production agricoles,",0.7435,CONTINUITÉ
2025,1) les revenus provenant de la location des immeubles bâtis et non bâtis sis au,"• 1,25 % de la valeur vénale des immeubles concernés ;",0.735,CONTINUITÉ
2025,"2) les plus-values réalisées, y compris par les sociétés civiles immobilières, sur les","• 1,25 % de la valeur vénale des immeubles concernés ;",0.7164,CONTINUITÉ
2025,3) les parts d'intérêts des membres des sociétés civiles immobilières n'ayant pas opté,d'agent immobilier ou de syndic de copropriété.,0.7034,CONTINUITÉ
2025,"commerciale ou comme revenus assimilés aux bénéfices non commerciaux, les","commerciale ou comme revenus assimilés aux bénéfices non commerciaux, les bénéfices des",0.9835,CONTINUITÉ
2025,"bénéfices des professions libérales, des char es et offices dont les titulaires n'ont pas","professions libérales, des charges et offices dont les titulaires n'ont pas la qualité de",0.9005,CONTINUITÉ
2025,"! LEGISLAT!V :. · ATUTORY AHi,IRS C•RD lliOE SERVICE","SERVICE O S U E FI C CH R I E ER T A .. R - IA . T � , IF ET RE ,, G A L l E M '"" E ' N ""' T AI �",0.6087,RUPTURE
2025,"la qualité de commerçants, les revenus non salariaux des sportifs, des artistes et les","commerçants, les revenus non salariaux des sportifs et artistes et les bénéfices de toutes",0.9405,CONTINUITÉ
2025,"bénéfices de toutes opérations, exploitations lucratives et sources de profits ne se","opérations, exploitations lucratives et sources de profits ne se rattachant pas à une autre",0.9144,CONTINUITÉ
2025,rattachant pas à une autre catégorie de bénéfices ou revenus.,"commerciale ou comme revenus assimilés aux bénéfices non commerciaux, les bénéfices des",0.7467,CONTINUITÉ
2025,a) les produits des opérations de bourse effectués par des particuliers ;,a) les produits des opérations de bourse effectuées par des particuliers ;,1.0,CONTINUITÉ
2025,h) les rémunérations des prestations de toute nature versées aux personnes,- les charges relatives aux rémunérations de toutes natures versées aux,0.8436,CONTINUITÉ
2025,physiques relevant du régime des contribuables non professionnels.,(3) Les personnes relevant du régime des contribuables non professionnels sont astreintes à,0.9172,CONTINUITÉ
2025,Personnes Physiques applicable aux salariés est calculé par application du barème,- les wpersonnes physiques exerçant des activités commerciales au,0.6412,RUPTURE
2025,"ci-après sur le revenu net des traitements, salaires, pensions, rentes viagères :","personnes bénéficiant exclusivement des revenus des traitements, salaires, pensions, rentes",0.8315,CONTINUITÉ
2025,(3) Pour le cas spécifique des revenus et bénéfices non commerciaux visés à l'article,"commerciale ou comme revenus assimilés aux bénéfices non commerciaux, les bénéfices des",0.8608,CONTINUITÉ
2025,"56 (2) d, e, f, et h du présent Code, l'impôt est calculé par application d'un taux",62 031 RECETTES FISCALES recettes fisca r les internes des recettes fiscales 10 476 751 10 476 751,0.7051,CONTINUITÉ
2025,libératoire de 10% sur le revenu imposable. Il est ramené à 5% pour les revenus visés,"(2) Toutefois, ce taux est de 10 % pour les revenus et bénéfices non commerciaux visés à",0.8576,CONTINUITÉ
2025,appliqué un taux libératoire de 15 % sur le revenu imposable.,taux libératoire de 15 % sur le revenu imposable.,0.9796,CONTINUITÉ
2025,"Ce taux est porté à 30% pour les revenus des capitaux mobiliers, et de manière","professionnels calculés forfaitairement au taux de 30 %, ainsi que les cotisations versées à",0.7168,CONTINUITÉ
2025,"générale, tout revenu passif y compris les revenus fonciers, versés à une personne","viagères, et/ou des revenus des capitaux mobiliers et des revenus fonciers, et d'une manière",0.7366,CONTINUITÉ
2025,physique ou morale domiciliée ou établie dans un territoire ou un Etat considéré,physique ou morale désireuse de créer une Œuvre Sociamle Privée.,0.7525,CONTINUITÉ
2025,"(2) Nonobstant les dispositions de l'alinéa premier du présent article, ce taux est de 10.",10 Frais de dossier pour l'attribution des agréments .10 000 000 1000000,0.6563,RUPTURE
